Date,Pharmacy,Location,Drug,Brand,Price,Quantity,Supplier_Name,Batch_Number,Expiry_Date,Sales_Channel,Drug_Form
24/04/2025,Smith-Bowen,Urban,Artemisinin,HealthFirst,1058.49,74,Lee-Davis,SG-89677-HI,09/01/2027,In-Store,Syrup
09/12/2024,"Arroyo, Miller and Tucker",Urban,Paracetamol,MediPlus,4361.79,98,Yu Inc,DX-22100-iR,25/09/2026,Mobile Van,Syrup
28/04/2024,Perez Inc,Urban,Chloroquine,MediPlus,4574.89,47,Lee-Davis,We-40947-hY,07/09/2025,Mobile Van,Injection
17/08/2024,"Flowers, Martin and Kelly",Urban,Coartem,BioCare,2786.11,68,Jones Inc,IS-61757-ar,08/07/2025,In-Store,Tablet
04/04/2025,James Group,Urban,Amoxicillin,BioCare,2131.22,4,"Washington, Ryan and Cummings",Ef-04866-HA,11/11/2025,In-Store,Syrup
09/08/2024,"Hoffman, Baker and Richards",Rural,Ibuprofen,BioCare,4381.18,2,Gomez-Jenkins,Fd-26244-Sq,07/07/2026,Mobile Van,Capsule
24/11/2024,Morales-Jones,Rural,Artemisinin,PharmaTrust,3340.37,12,"Washington, Ryan and Cummings",hG-67110-DD,21/12/2026,In-Store,Injection
30/04/2024,Davis and Sons,Rural,Paracetamol,PharmaTrust,4554.67,41,Wright and Sons,Xd-33257-Ss,20/09/2026,Mobile Van,Syrup
17/08/2024,"Reid, Ferguson and Sanchez",Rural,Ciprofloxacin,Hea1thFirst,1212.32,74,Jones-Young,ty-30732-QB,17/12/2026,Mobile Van,Capsule
16/11/2024,Dudley Group,Rural,Ciprofloxacin,HealthFirst,2086.07,10,Wright and Sons,ZZ-99749-Rd,03/12/2026,In-Store,Syrup
17/07/2024,Doyle Ltd,Rural,Ciprofloxacin,FarmaTrust,956.95,51,Jones Inc,ZD-04381-CN,31/07/2026,In-Store,Tablet
01/04/2025,Galloway-Wyatt,Urban,Ciprofloxacin,MediPlus,2674.72,37,"Daniels, Adkins and Brown",zK-89924-ks,23/04/2026,Market Stall,Capsule
03/05/2024,"Adams, Zuniga and Wong",Urban,Artemisinin,HealthFirst,1419.81,84,Henderson-Bernard,df-48113-GB,13/12/2026,In-Store,Tablet
15/08/2024,Williams and Sons,Urban,Amoxicillin,MediPlus,2063.31,31,Novak PLC,wS-32314-yx,10/07/2025,Mobile Van,Capsule
09/11/2024,Dudley Group,Urban,Coartem,BioCare,1668.93,38,Novak PLC,fE-12759-db,02/11/2025,In-Store,Injection
08/08/2024,"Snyder, Campos and Callahan",Rural,Paracetamol,BioCare,564.57,14,Gray Group,wy-37432-ZR,25/04/2026,In-Store,Injection
17/08/2024,Frazier Inc,Rural,Artemisinin,FarmaTrust,3787.79,95,House-Glover,uf-05362-PQ,24/08/2025,In-Store,Syrup
13/07/2024,"Walter, Edwards and Rios",Urban,Metformin,MediPlus,3258.28,57,Lee-Davis,Oe-11541-hL,04/02/2027,Market Stall,Injection
17/04/2025,Arnold Ltd,Urban,Ciprofloxacin,HealthFirst,4527.32,36,Chapman and Sons,Fg-02060-pV,04/03/2026,In-Store,Capsule
02/01/2025,"Walter, Edwards and Rios",Rural,Coartem,BioCare,4936.41,29,Yu Inc,il-93005-eR,22/12/2025,In-Store,Tablet
05/08/2024,"Hoffman, Baker and Richards",Rural,Amoxicillin,BioCare,933.81,28,Novak PLC,mJ-26735-qQ,09/08/2025,Market Stall,Syrup
25/08/2024,Perez Inc,Rural,Metformin,MediPlus,2412.39,9,Gray Group,Ru-61161-QW,21/08/2026,In-Store,Capsule
02/12/2024,Hickman Ltd,Urban,Chloroquine,MediPlus,1010.87,85,House-Glover,YS-94426-fI,25/11/2025,In-Store,Injection
21/03/2025,Ryan PLC,Urban,Ciprofloxacin,MediPlus,1412.39,44,"Johnston, Sanchez and Kennedy",Ij-55375-zH,02/08/2025,In-Store,Syrup
29/01/2025,"Harris, Collins and Carney",Urban,Azithromycin,BioCare,2384.39,98,"Brown, Valdez and Lucas",rN-95081-LQ,23/12/2025,Mobile Van,Injection
07/05/2024,"Martin, Rose and Obrien",Urban,Paracetamol,HealthFirst,1604.99,98,Russell Group,Jx-23235-Lo,27/01/2027,In-Store,Syrup
07/09/2024,"Rodriguez, Figueroa and Sanchez",Urban,Coartem,MediPlus,1911.38,84,Jones-Young,GH-80352-bv,17/05/2025,In-Store,Injection
19/04/2025,Garcia-James,Urban,Azithromycin,MediPlus,776.95,21,"West, Henderson and Ramirez",fL-75078-RO,23/01/2027,Market Stall,Capsule
17/10/2024,Blair PLC,Rural,Amoxicillin,MediPlus,2490.69,30,Henderson-Bernard,wl-35442-rT,22/10/2026,In-Store,Injection
25/10/2024,"Martin, Rose and Obrien",Urban,Ibuprofen,BioCare,1345.33,32,"Woods, Calhoun and Schmidt",Xr-77744-Ky,17/11/2025,Market Stall,Syrup
27/02/2025,Morales-Jones,Urban,Paracetamol,PharmaTrust,4107.6,31,Novak and Sons,sZ-93046-dd,29/03/2026,In-Store,Injection
28/04/2024,"Adams, Zuniga and Wong",Urban,Ibuprofen,PharmaTrust,1902.94,27,Hancock Inc,yt-69882-IB,01/08/2025,Market Stall,Injection
07/02/2025,Abbott-Munoz,Rural,Coartem,Hea1thFirst,4929.63,67,"West, Henderson and Ramirez",DL-75537-oY,15/03/2027,Market Stall,Injection
07/03/2025,Blake and Sons,Rural,Coartem,HealthFirst,4181.54,76,Gray Group,Lg-85460-ih,13/05/2025,In-Store,Injection
04/04/2025,Doyle Ltd,Rural,Amoxicillin,BioCare,4699.3,66,Yu Inc,qZ-40725-wU,26/09/2025,Mobile Van,Tablet
15/12/2024,"Watts, Robinson and Nguyen",Urban,Amlodipine,Hea1thFirst,4574.27,60,Morton-Chase,KN-60160-oj,09/02/2027,In-Store,Tablet
26/12/2024,Davis and Sons,Urban,Azithromycin,BioCare,2458.5,89,"Johnston, Sanchez and Kennedy",jz-47079-ix,27/09/2026,Market Stall,Tablet
24/04/2025,"Arroyo, Miller and Tucker",Urban,Azithromycin,Biokare,4299.73,2,"Brooks, Lam and Hayes",Rz-17431-Xd,12/10/2025,In-Store,Injection
15/06/2024,Perez Inc,Rural,Coartem,BioCare,4593.71,68,Wright and Sons,pR-50394-OM,25/05/2026,Mobile Van,Capsule
22/04/2025,Hickman Ltd,Urban,Azithromycin,BioCare,3074.6,52,Wright and Sons,JK-84427-wj,10/10/2026,In-Store,Capsule
19/04/2025,Garcia-James,Urban,Ciprofloxacin,MediPlus,3883.94,61,Lee-Davis,qK-36179-AU,15/11/2025,In-Store,Syrup
02/09/2024,"Rodriguez, Figueroa and Sanchez",Urban,Coartem,FarmaTrust,2680.44,27,Williams PLC,DU-49595-Gh,07/09/2025,Market Stall,Syrup
16/10/2024,Perez Inc,Urban,Coartem,BioCare,222.79,28,Russell Group,CU-31742-gH,20/10/2025,In-Store,Injection
15/06/2024,"Henderson, Ramirez and Lewis",Rural,Amoxicillin,Biokare,2519.13,57,Powell LLC,Mn-24023-zQ,06/04/2027,In-Store,Capsule
14/06/2024,Baker and Sons,Rural,Coartem,HealthFirst,3398.91,13,"West, Henderson and Ramirez",rT-76176-bX,25/09/2026,In-Store,Capsule
10/08/2024,Burton Ltd,Urban,Azithromycin,BioCare,4204.29,71,Chapman and Sons,gf-04655-kJ,13/02/2026,In-Store,Injection
23/07/2024,Galloway-Wyatt,Rural,Ciprofloxacin,HealthFirst,3127.11,66,"Johnston, Sanchez and Kennedy",ai-81105-TZ,05/08/2025,Market Stall,Syrup
17/11/2024,"Rodriguez, Figueroa and Sanchez",Urban,Chloroquine,BioCare,1353.58,47,Jones Inc,RO-92074-vL,27/01/2026,Market Stall,Capsule
29/06/2024,"Mcclain, Miller and Henderson",Rural,Ibuprofen,PharmaTrust,4422.39,38,Henderson-Bernard,EY-82767-rl,03/10/2025,In-Store,Tablet
23/12/2024,"Gardner, Robinson and Lawrence",Rural,Chloroquine,PharmaTrust,4211.68,39,Baxter Inc,OD-35433-mU,28/12/2026,Mobile Van,Injection
15/06/2024,Anderson Group,Rural,Ibuprofen,PharmaTrust,4309.83,5,Lee-Davis,XV-78396-Ll,26/06/2025,Market Stall,Tablet
11/03/2025,Smith-Bowen,Rural,Azithromycin,BioCare,1950.05,50,Yu Inc,ya-51002-FC,04/12/2026,Mobile Van,Capsule
28/06/2024,"Ross, Robinson and Bright",Urban,Chloroquine,MediPlus,3383.95,99,House-Glover,yK-14348-QY,17/02/2026,Mobile Van,Tablet
25/02/2025,"Watts, Robinson and Nguyen",Rural,Ibuprofen,PharmaTrust,2798.89,94,Russell Group,wE-53715-ph,16/05/2025,In-Store,Tablet
10/09/2024,Frazier Inc,Urban,Metformin,PharmaTrust,4838.61,41,"West, Henderson and Ramirez",me-20898-JD,15/10/2025,Market Stall,Injection
06/05/2024,"Mcclure, Ward and Lee",Urban,Azithromycin,HealthFirst,4064.56,88,Williams PLC,no-95079-DC,15/02/2027,Market Stall,Capsule
13/03/2025,Rodriguez LLC,Rural,Artemisinin,PharmaTrust,4773.86,74,Russell Group,mr-31297-fV,23/12/2025,In-Store,Capsule
11/11/2024,Gray-Mayo,Rural,Paracetamol,HealthFirst,1679.37,9,"Robinson, Jones and Welch",MO-50275-Sb,08/06/2026,In-Store,Injection
22/06/2024,"Dyer, Potter and Mack",Rural,Azithromycin,PharmaTrust,2356.42,15,Jones Inc,dE-68009-jl,17/05/2025,Mobile Van,Injection
28/11/2024,Burton Ltd,Urban,Coartem,HealthFirst,4236.88,76,"Woods, Calhoun and Schmidt",LW-71218-rw,12/09/2025,In-Store,Syrup
29/07/2024,Carlson-Cruz,Rural,Paracetamol,MediPlus,3197.7,52,"Brooks, Lam and Hayes",ip-95960-ne,17/01/2027,Market Stall,Injection
30/08/2024,Blake and Sons,Rural,Coartem,BioCare,1127.85,92,"Johnston, Sanchez and Kennedy",hD-99875-xC,30/12/2026,In-Store,Injection
22/12/2024,"Mcclure, Ward and Lee",Rural,Ciprofloxacin,BioCare,1968.37,52,Morton-Chase,JH-03230-Id,03/01/2027,In-Store,Capsule
10/10/2024,"Henderson, Ramirez and Lewis",Rural,Chloroquine,BioCare,2827.7,13,Lee-Davis,va-09417-kY,17/11/2026,Market Stall,Injection
11/08/2024,"Rodriguez, Figueroa and Sanchez",Urban,Amoxicillin,BioCare,373.8,57,Powell LLC,GO-13007-IB,14/05/2026,Mobile Van,Tablet
02/01/2025,Abbott-Munoz,Urban,Artemisinin,FarmaTrust,1699.27,100,Walker LLC,RI-58755-va,26/07/2026,Mobile Van,Capsule
03/09/2024,Blair PLC,Rural,Coartem,HealthFirst,3718.29,65,House-Glover,sN-91450-Cl,27/03/2027,Mobile Van,Injection
30/07/2024,Abbott-Munoz,Rural,Ibuprofen,BioCare,4975.47,92,Morton-Chase,iC-66946-lG,25/03/2026,Market Stall,Syrup
03/09/2024,Morales-Jones,Urban,Chloroquine,HealthFirst,4099.75,53,Gray Group,ct-18142-Yo,13/09/2026,Mobile Van,Injection
25/11/2024,"Ross, Robinson and Bright",Rural,Coartem,PharmaTrust,4214.31,90,House-Glover,jg-45046-Fy,14/11/2025,Market Stall,Syrup
07/01/2025,Rodriguez LLC,Rural,Artemisinin,BioCare,1100.07,76,"Stanley, Tucker and Lee",sg-34939-BY,09/03/2027,Market Stall,Syrup
17/04/2025,Perez Inc,Urban,Ciprofloxacin,PharmaTrust,2406.04,72,"Brown, Valdez and Lucas",JR-67407-JR,08/03/2027,In-Store,Capsule
19/01/2025,"Rodriguez, Figueroa and Sanchez",Urban,Azithromycin,HealthFirst,3563.07,33,Walker LLC,uC-69858-rN,23/06/2025,In-Store,Injection
10/02/2025,"Walter, Edwards and Rios",Urban,Amoxicillin,HealthFirst,4521.82,53,House-Glover,Pj-10667-Bs,06/07/2025,Mobile Van,Capsule
06/11/2024,"Snyder, Campos and Callahan",Rural,Paracetamol,MediPlus,2301.53,20,Jones Inc,IN-79397-un,14/04/2026,Mobile Van,Capsule
25/10/2024,Blake and Sons,Rural,Ciprofloxacin,BioCare,244.5,98,Gomez-Jenkins,nh-01249-BV,18/11/2025,In-Store,Capsule
10/09/2024,Blair PLC,Urban,Metformin,MediPlus,2537.99,93,"West, Henderson and Ramirez",CI-98243-ar,03/04/2026,Mobile Van,Capsule
26/04/2024,Garcia-James,Urban,Azithromycin,Biokare,1697.65,10,Wright and Sons,yw-40793-eZ,26/05/2026,Market Stall,Syrup
16/03/2025,Smith-Bowen,Urban,Amlodipine,PharmaTrust,1509,62,Jones Inc,BS-75692-Li,04/12/2026,Mobile Van,Capsule
14/05/2024,Davis and Sons,Rural,Ciprofloxacin,HealthFirst,4909.2,6,House-Glover,XF-32735-hj,02/02/2026,In-Store,Capsule
23/09/2024,"Romero, Gonzalez and Brooks",Urban,Ciprofloxacin,MediPlus,1737.31,90,Powell LLC,ab-72123-JX,16/01/2026,In-Store,Syrup
19/10/2024,Wilkerson-Day,Urban,Ibuprofen,PharmaTrust,1286.89,18,Jones Inc,xo-89591-jT,18/12/2025,Market Stall,Tablet
04/07/2024,Spence PLC,Rural,Ciprofloxacin,PharmaTrust,4856.68,37,Gray Group,LI-56600-YU,18/02/2027,In-Store,Injection
25/04/2024,Williams and Sons,Urban,Metformin,MediPlus,3519.71,53,Russell Group,PM-57836-cS,02/10/2025,Mobile Van,Syrup
06/05/2024,"Watts, Robinson and Nguyen",Urban,Paracetamol,PharmaTrust,4584.74,60,Novak and Sons,vP-34136-mi,26/07/2026,Market Stall,Tablet
11/11/2024,Morales-Jones,Urban,Ibuprofen,MediPlus,4777.14,58,"Johnston, Sanchez and Kennedy",RM-56849-CU,09/01/2027,In-Store,Tablet
13/10/2024,Williams and Sons,Rural,Azithromycin,PharmaTrust,1623.74,43,"Woods, Calhoun and Schmidt",bF-07060-ry,12/07/2025,Mobile Van,Syrup
13/03/2025,Baker and Sons,Urban,Amlodipine,FarmaTrust,253.45,95,Powell LLC,dY-43370-rU,29/07/2026,Market Stall,Injection
25/05/2024,Carlson-Cruz,Urban,Amlodipine,HealthFirst,3189.89,48,Walker LLC,JC-74436-fQ,12/11/2026,Market Stall,Capsule
28/12/2024,"Dyer, Potter and Mack",Rural,Metformin,HealthFirst,3907.71,44,"Hensley, Powell and David",lf-63876-wE,27/10/2026,Market Stall,Capsule
01/11/2024,George Group,Urban,Amlodipine,HealthFirst,4396.43,32,"Brown, Valdez and Lucas",GB-40545-Bh,06/06/2026,Mobile Van,Tablet
21/06/2024,"Mcclain, Miller and Henderson",Rural,Paracetamol,BioCare,501.96,12,Morton-Chase,rk-48741-FG,31/01/2026,Market Stall,Capsule
02/04/2025,"Arroyo, Miller and Tucker",Rural,Artemisinin,HealthFirst,2478.19,67,Lee-Davis,GG-31419-El,16/03/2026,Market Stall,Injection
14/07/2024,"Mcclure, Ward and Lee",Urban,Paracetamol,HealthFirst,1482.17,33,"Daniels, Adkins and Brown",in-49212-To,17/07/2026,Mobile Van,Tablet
28/03/2025,Rodriguez LLC,Urban,Chloroquine,PharmaTrust,3501.05,15,"Washington, Ryan and Cummings",KY-98215-ba,19/04/2026,Mobile Van,Capsule
21/01/2025,Hickman Ltd,Urban,Ciprofloxacin,PharmaTrust,569.34,20,Henderson-Bernard,Tr-13204-Gq,12/04/2027,Mobile Van,Injection
22/02/2025,Galloway-Wyatt,Urban,Paracetamol,Biokare,4534.15,100,Baxter Inc,xQ-56771-rh,17/11/2026,In-Store,Tablet
22/10/2024,"Rodriguez, Figueroa and Sanchez",Urban,Metformin,MediPlus,1005.55,93,Baxter Inc,AJ-66045-Lo,17/07/2026,In-Store,Injection
27/05/2024,"Mcclain, Miller and Henderson",Rural,Ibuprofen,BioCare,2858.26,98,"Hensley, Powell and David",Pz-16457-FY,22/01/2027,Market Stall,Tablet
09/01/2025,Garcia-James,Rural,Coartem,Hea1thFirst,239.77,2,Williams PLC,yz-76576-qE,26/02/2026,In-Store,Injection
13/05/2024,"Ferrell, Rice and Maddox",Urban,Amlodipine,MediPlus,2823.23,35,"Brooks, Lam and Hayes",QV-85208-vP,12/08/2025,In-Store,Syrup
08/12/2024,"Adams, Zuniga and Wong",Urban,Amlodipine,MediPlus,3535.42,7,"Brown, Valdez and Lucas",eF-64552-xd,05/12/2025,Mobile Van,Syrup
03/12/2024,"Watts, Robinson and Nguyen",Rural,Chloroquine,HealthFirst,4814.87,100,"Johnston, Sanchez and Kennedy",iL-98878-JG,09/05/2026,In-Store,Tablet
19/06/2024,Baker and Sons,Rural,Chloroquine,MediPlus,4470.6,82,Chapman and Sons,ka-75442-Be,11/10/2026,In-Store,Injection
21/01/2025,"Hoffman, Baker and Richards",Rural,Ciprofloxacin,HealthFirst,2627.46,20,Henderson-Bernard,kM-85069-ID,25/12/2026,Market Stall,Injection
13/01/2025,Smith-Bowen,Urban,Ciprofloxacin,MediPlus,2393.78,35,Hancock Inc,dy-38640-ZE,12/08/2025,Market Stall,Injection
21/08/2024,"Baker, Mason and White",Rural,Chloroquine,Hea1thFirst,2066.21,75,Jones Inc,pk-66390-Zf,11/11/2025,In-Store,Syrup
29/07/2024,Williams and Sons,Urban,Metformin,BioCare,2202.81,88,Powell LLC,Kp-03183-pb,23/03/2027,Mobile Van,Tablet
25/05/2024,Hickman Ltd,Rural,Ciprofloxacin,MediPlus,1213.19,37,Russell Group,zw-11840-qG,13/06/2026,Market Stall,Injection
28/08/2024,Davis and Sons,Rural,Ibuprofen,PharmaTrust,1595.37,13,Wright and Sons,iS-58755-sw,23/08/2025,Mobile Van,Injection
02/12/2024,"Mcclain, Miller and Henderson",Rural,Paracetamol,BioCare,1112.15,17,Novak PLC,mA-61514-MD,23/04/2027,In-Store,Syrup
01/08/2024,Doyle Ltd,Rural,Paracetamol,PharmaTrust,2050.63,13,"Hensley, Powell and David",eC-57835-KI,28/09/2025,In-Store,Capsule
02/01/2025,Blake and Sons,Urban,Chloroquine,BioCare,2552.04,42,Novak and Sons,wz-87135-BN,27/03/2026,Mobile Van,Tablet
31/03/2025,"Ferrell, Rice and Maddox",Urban,Amlodipine,HealthFirst,2967.72,40,Jones Inc,TV-33895-IB,23/09/2026,In-Store,Syrup
31/07/2024,Morales-Jones,Rural,Metformin,PharmaTrust,2671.8,46,Russell Group,Ry-17825-cS,30/07/2025,Market Stall,Tablet
14/12/2024,"Baker, Mason and White",Urban,Amoxicillin,PharmaTrust,1989.87,79,"Washington, Ryan and Cummings",qB-99162-Mt,31/08/2026,In-Store,Injection
24/10/2024,Rodriguez LLC,Rural,Paracetamol,PharmaTrust,3504.03,18,"Johnston, Sanchez and Kennedy",ZR-62936-Is,10/08/2025,Mobile Van,Syrup
09/10/2024,"Gardner, Robinson and Lawrence",Urban,Azithromycin,BioCare,789.28,27,Hancock Inc,Dm-85179-BE,08/07/2026,Market Stall,Injection
01/02/2025,"Watts, Robinson and Nguyen",Rural,Coartem,MediPlus,972.8,18,Jones Inc,PF-90102-eM,06/12/2026,Market Stall,Tablet
17/05/2024,"Gardner, Robinson and Lawrence",Rural,Azithromycin,MediPluz,2218.37,73,Gomez-Jenkins,IQ-95203-Dk,13/07/2025,Mobile Van,Tablet
15/04/2025,Garcia-James,Rural,Chloroquine,PharmaTrust,1271.41,47,House-Glover,cO-21519-rw,14/11/2026,In-Store,Injection
28/02/2025,Blake and Sons,Rural,Ibuprofen,MediPlus,3766.32,24,"Johnston, Sanchez and Kennedy",Sl-62446-jc,07/07/2025,Market Stall,Tablet
23/09/2024,Frazier Inc,Rural,Ciprofloxacin,MediPlus,4464.49,55,Gray Group,Mn-56633-Rw,24/05/2025,Mobile Van,Injection
13/11/2024,Burton Ltd,Rural,Paracetamol,MediPlus,581.47,8,Gomez-Jenkins,iu-24326-pR,18/06/2026,In-Store,Syrup
30/05/2024,"Ferrell, Rice and Maddox",Rural,Ibuprofen,HealthFirst,2092.55,11,Gray Group,uu-40307-MW,09/06/2026,Market Stall,Capsule
16/03/2025,Burton Ltd,Rural,Chloroquine,HealthFirst,1104.27,96,"Hensley, Powell and David",js-41420-Ht,20/09/2025,Mobile Van,Syrup
11/02/2025,Garcia-James,Rural,Ibuprofen,HealthFirst,842.88,17,Powell LLC,aW-50745-VM,07/10/2025,Mobile Van,Capsule
05/02/2025,"Ross, Robinson and Bright",Urban,Azithromycin,BioCare,2340.33,44,Walker LLC,OK-32809-MY,22/04/2026,In-Store,Tablet
04/05/2024,Rodriguez LLC,Rural,Paracetamol,Biokare,2726.39,56,Walker LLC,Ym-24404-fb,31/03/2027,In-Store,Capsule
21/12/2024,Arnold Ltd,Urban,Chloroquine,PharmaTrust,2801.7,65,Yu Inc,lp-07718-Rv,23/10/2026,Mobile Van,Syrup
17/01/2025,Doyle Ltd,Rural,Azithromycin,HealthFirst,1968.83,65,"Daniels, Adkins and Brown",FB-32773-wv,11/11/2025,Market Stall,Injection
13/10/2024,"Ross, Robinson and Bright",Rural,Amoxicillin,HealthFirst,3475.85,23,Williams PLC,wE-61727-ov,30/12/2025,Mobile Van,Syrup
23/08/2024,Garcia-James,Urban,Paracetamol,BioCare,1690.34,11,Yu Inc,ly-81471-AB,17/07/2025,Mobile Van,Capsule
03/09/2024,"Baker, Mason and White",Rural,Ciprofloxacin,PharmaTrust,3295.25,68,House-Glover,Mr-39392-lD,27/10/2026,In-Store,Capsule
14/05/2024,"Mcclure, Ward and Lee",Rural,Artemisinin,BioCare,3168.32,38,Novak PLC,nq-21501-oO,05/11/2025,Market Stall,Injection
02/12/2024,"Baker, Mason and White",Urban,Artemisinin,Biokare,3791.95,23,"Johnston, Sanchez and Kennedy",VI-06279-NP,14/03/2027,Market Stall,Injection
31/08/2024,Ryan PLC,Urban,Artemisinin,PharmaTrust,1226.07,63,Russell Group,mn-82477-TK,19/06/2025,Mobile Van,Syrup
13/03/2025,Wilkerson-Day,Urban,Coartem,PharmaTrust,4440.04,46,Gomez-Jenkins,Ch-29903-SM,20/07/2025,Market Stall,Capsule
21/06/2024,Allen-Allen,Rural,Chloroquine,FarmaTrust,2858.99,81,Jones Inc,SY-75939-xu,19/04/2026,In-Store,Tablet
09/01/2025,"Mcclain, Miller and Henderson",Urban,Amoxicillin,MediPlus,3763.3,23,Williams PLC,AR-14211-ll,22/05/2025,Mobile Van,Capsule
14/03/2025,Harrell LLC,Urban,Ciprofloxacin,MediPlus,1744.7,42,Russell Group,aT-65910-rq,20/09/2025,Mobile Van,Tablet
24/09/2024,James Group,Urban,Chloroquine,PharmaTrust,671.14,90,"Daniels, Adkins and Brown",qn-43644-kV,21/12/2026,Market Stall,Tablet
29/11/2024,Rodriguez LLC,Urban,Amoxicillin,BioCare,2671.25,62,Jones Inc,kS-69142-WT,01/05/2025,In-Store,Injection
26/12/2024,Blair PLC,Urban,Azithromycin,BioCare,4407.54,93,Henderson-Bernard,zT-07227-Gp,29/12/2025,Market Stall,Capsule
25/06/2024,"Hoffman, Baker and Richards",Rural,Paracetamol,HealthFirst,4296.71,45,"Robinson, Jones and Welch",Iu-78087-QE,17/07/2025,Mobile Van,Tablet
16/05/2024,"Baker, Mason and White",Rural,Paracetamol,MediPlus,1064.2,28,Yu Inc,nc-93385-ac,26/07/2026,Mobile Van,Syrup
11/05/2024,Hickman Ltd,Urban,Amlodipine,PharmaTrust,2423.82,87,Baxter Inc,GU-06325-BP,30/04/2026,Market Stall,Capsule
21/04/2025,Carlson-Cruz,Rural,Ibuprofen,HealthFirst,2062.41,99,"Brown, Valdez and Lucas",JA-75465-hE,01/09/2025,Market Stall,Capsule
25/11/2024,Gray-Mayo,Urban,Ibuprofen,MediPlus,1637.87,83,Russell Group,rZ-47034-AO,11/10/2025,Mobile Van,Tablet
19/07/2024,James Group,Urban,Azithromycin,MediPlus,3221.83,88,Gray Group,Hs-24656-Xe,10/01/2026,In-Store,Tablet
18/08/2024,Baker and Sons,Urban,Chloroquine,PharmaTrust,4243.37,51,Wright and Sons,uF-63517-nu,04/12/2026,Market Stall,Capsule
21/05/2024,Harrell LLC,Rural,Metformin,MediPlus,2405.42,97,"Hensley, Powell and David",KR-85176-yw,24/10/2026,In-Store,Injection
08/03/2025,"Harris, Collins and Carney",Urban,Amlodipine,HealthFirst,3956.65,95,Walker LLC,YA-95965-ac,27/12/2026,In-Store,Syrup
20/04/2025,Perez Inc,Urban,Ciprofloxacin,BioCare,3632.62,47,"Brown, Valdez and Lucas",lK-33752-zV,23/11/2025,Market Stall,Capsule
11/11/2024,Anderson Group,Rural,Azithromycin,MediPlus,2477.83,72,Novak PLC,kl-42109-iu,06/07/2025,In-Store,Tablet
03/02/2025,Rodriguez LLC,Rural,Paracetamol,HealthFirst,3331.8,39,"Daniels, Adkins and Brown",Ox-45579-Um,12/04/2026,Mobile Van,Capsule
30/12/2024,"Flowers, Martin and Kelly",Rural,Artemisinin,PharmaTrust,623.2,79,Henderson-Bernard,cr-23766-es,15/08/2025,Market Stall,Syrup
23/04/2025,Rodriguez LLC,Rural,Ibuprofen,FarmaTrust,1045.06,57,"Brown, Valdez and Lucas",NE-64302-cI,25/06/2025,Mobile Van,Injection
19/07/2024,James Group,Urban,Chloroquine,MediPlus,2998.73,9,Gray Group,jh-72298-bN,22/12/2026,Market Stall,Injection
11/07/2024,Wilkerson-Day,Rural,Ibuprofen,MediPlus,3329.34,26,Wright and Sons,jk-52439-MO,06/02/2026,In-Store,Tablet
07/05/2024,Davis and Sons,Rural,Artemisinin,MediPlus,2337.6,60,Yu Inc,Jq-14962-bD,11/01/2027,Market Stall,Tablet
09/10/2024,"Reid, Ferguson and Sanchez",Urban,Artemisinin,BioCare,3872.71,97,"Washington, Ryan and Cummings",ID-95390-In,20/09/2026,Market Stall,Capsule
04/01/2025,"Martin, Rose and Obrien",Urban,Chloroquine,HealthFirst,2517.11,81,Jones Inc,bd-47679-CG,25/08/2025,In-Store,Injection
23/08/2024,"Baker, Mason and White",Rural,Azithromycin,MediPlus,1806.27,39,Williams PLC,Mt-46666-SJ,15/10/2025,Market Stall,Tablet
09/10/2024,Burton Ltd,Urban,Paracetamol,PharmaTrust,3123.12,77,"Hensley, Powell and David",AG-09438-kR,24/11/2026,In-Store,Injection
10/09/2024,"Adams, Zuniga and Wong",Urban,Azithromycin,Hea1thFirst,2954.63,28,Novak PLC,lv-08559-YO,23/03/2026,Market Stall,Tablet
28/06/2024,"Mcclure, Ward and Lee",Urban,Ciprofloxacin,HealthFirst,2460.63,34,"West, Henderson and Ramirez",KW-97266-jn,12/01/2027,In-Store,Syrup
14/04/2025,"Guzman, Hoffman and Baldwin",Urban,Ciprofloxacin,BioCare,563.56,64,Morton-Chase,pO-25727-tT,29/01/2027,In-Store,Syrup
02/04/2025,"Martin, Rose and Obrien",Urban,Coartem,BioCare,503,76,Powell LLC,dU-68927-Rr,24/04/2026,Mobile Van,Tablet
02/07/2024,Burton Ltd,Rural,Amlodipine,HealthFirst,944.66,89,Powell LLC,Az-33446-gc,25/01/2026,Mobile Van,Syrup
02/06/2024,"Arroyo, Miller and Tucker",Rural,Coartem,MediPlus,4374.21,56,"Washington, Ryan and Cummings",dy-49618-Gz,04/09/2025,In-Store,Syrup
06/11/2024,"Harris, Collins and Carney",Urban,Coartem,HealthFirst,3120.09,29,"Daniels, Adkins and Brown",Nk-86887-rq,08/08/2026,In-Store,Injection
07/04/2025,Abbott-Munoz,Rural,Coartem,MediPlus,1997.91,25,Powell LLC,fH-40395-BN,27/10/2026,Market Stall,Capsule
28/08/2024,"Reid, Ferguson and Sanchez",Rural,Paracetamol,BioCare,4282.36,64,Lee-Davis,dJ-61344-Io,18/10/2026,Mobile Van,Injection
04/01/2025,Allen-Allen,Rural,Amlodipine,Hea1thFirst,4504.96,32,"Robinson, Jones and Welch",bh-31838-zL,22/11/2026,In-Store,Tablet
